title,published_date,section,url,abstract,des_facet,org_facet,per_facet,geo_facet
‘Melania’ and the Missing First Lady,2026-02-06,Movies,https://www.nytimes.com/2026/02/06/movies/melania-documentary-nancy-reagan.html,"The documentary highlights a few notable predecessors in the role, burnishing Mrs. Trump’s image by extension. But one apt comparison is pointedly left out.","United States Politics and Government, Documentary Films and Programs",,"Nancy Reagan, Melania Trump",
JD Vance Is Booed at Olympic Opening Ceremony in Milan,2026-02-06,World,https://www.nytimes.com/2026/02/06/world/europe/jd-vance-olympics-opening-ceremony.html,"Before the event, protesters marched in Milan in opposition to U.S. Immigration and Customs Enforcement, whose personnel are in Italy to advise local officials in securing the Winter Games.","Olympic Games (2026), United States International Relations, Polls and Public Opinion, Demonstrations, Protests and Riots",,"J D Vance, Usha Vance","Milan (Italy), Italy"
